song_id,title,artist,period,primary_genre,confidence,reason,identity_primary,review,identity_review,review_note,review_source
song_13f6c0b8f42df13364864c81688d35202a4a1dabf70eedb6fb308a7a8b02d74e,Hooked On You,Silk,1990s,R&B / Soul,medium,"Silk are identifiable with 1990s R&B slow-jam material; the only supplied recording tag is generic pop, so R&B is learned inference with limited tag support.",,plausible,,Silk's identifiable R&B recording is recovered despite the sparse misleading Pop tag; this is not the Sweet Sensation song.,https://www.officialcharts.com/songs/silk-hooked-on-you/
song_2f6252b57051cdd28b2f54077bf6049aaafa0c5b82d349ada1bf3e33ee54bb1d,Doo Wop (That Thing),Lauryn Hill,1990s,Hip-Hop / Rap,high,"The identifiable song and recording tags strongly support hip hop and rap, with substantial R&B, neo-soul and soul evidence as genuine crossover.",,plausible,,Lauryn Hill's rap/soul mixture supports Hip-Hop primary and Soul secondary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_43c6da451ee7553971a547b68fef28c7820043e1b47620a5f78f5b760662c1cf,"Wu-Wear: The Garment Renaissance (From ""High School High"")",RZA Feat. Method Man & Cappadonna,1990s,Hip-Hop / Rap,high,"The RZA, Method Man and Cappadonna recording is identifiable Wu-Tang-associated hip hop despite no supplied genre tags.",Hip-Hop / Rap,plausible,plausible,The credited Wu-Tang collaborators and recording identity support the rap label.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_584ba5cd5d954800dfd2f01f7db26ce7a454ac897414aa927cc4cb826b41ed24,Enter Sandman,Metallica,1990s,Metal,high,"Identifiable Metallica song widely known as a mainstream heavy metal/hard rock recording; no raw tags were supplied, but the musical identity is clear.",,plausible,,Metallica's recording strongly supports Metal over a generic rock parent.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_65d961f1cc030daf42f3cc1a7c4d3ea9f9df66fb6d1fbf8655c5f1f2eaa7603f,My Heart Will Go On,Celine Dion,1990s,Pop,high,"Recording tags strongly support pop, adult contemporary, ballad, soundtrack, and soft rock; learned knowledge matches a pop power ballad.",,plausible,,Dion's orchestral pop ballad fits Pop; Rock secondary is less clearly warranted.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_690e2516dfbb7b1f26340aa4b0e4d8595086ef30bde2d82331fbf4800f58682e,Call It Poison,The Escape Club,1990s,Rock,medium,"Recording tags list pop, pop rock, and rock; learned knowledge of The Escape Club fits pop rock more than pure pop, though evidence is limited.",Rock,plausible,plausible,The Escape Club's rock/pop recording makes the broad Rock assignment reasonable.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_783b8bd993220be24a02237ce806c65a12d5adc2277b255e26859e4fd55f1972,Come With Me,Puff Daddy Featuring Jimmy Page,1990s,Hip-Hop / Rap,high,"Identifiable Puff Daddy single is a rap-rock crossover built around a prominent rock sample and Jimmy Page feature; no supplied tags, but identity is clear.",Hip-Hop / Rap,plausible,plausible,The rap performance and Jimmy Page rock crossover are both represented.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_82faaa9984c62ff6225122c33c400ae894810d4700e429a91c04717c1bcaae57,Backyard,Pebbles (With Salt-N-Pepa),1990s,R&B / Soul,medium,"Identifiable Pebbles single with Salt-N-Pepa is best understood as new jack swing/R&B with a rap feature; no supplied tags, so secondary support is inferred.",R&B / Soul,plausible,plausible,Pebbles remains R&B-led despite the rap collaborators; secondary Rap preserves the crossover.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_9d842cdc104a5dd044703af98874fc46df717e13ecc4ace038882875f6caede0,Achy Breaky Heart,Billy Ray Cyrus,1990s,Country,high,"Recording evidence is dominated by country, contemporary country, country pop, and country rock tags for this identifiable Billy Ray Cyrus hit.",,plausible,,The country recording is represented without treating crossover success as a genre.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_a403bb707f080ae77ea0941ac06bcedec6714954719a449ae2995739f9c388b6,Macarena (Bayside Boys Mix),Los Del Rio,1990s,Latin,high,"Identifiable Los Del Rio recording is a Spanish Latin dance-pop hit; no raw tags were supplied, but the song identity is clear.",Latin,plausible,plausible,This named remix has a Latin-pop/dance identity; Latin primary is reasonable.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_b555d7adc406312bc519e83111bf9e3801029c3f84ee56adbb3ffdc03794f183,Livin' La Vida Loca,Ricky Martin,1990s,Latin,high,"Recording tags strongly support Latin and Latin pop alongside pop and dance-pop, matching the identifiable Ricky Martin crossover hit.",,plausible,,The familiar Latin-pop crossover is a useful correction of generic Pop-only tagging.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_c807c62be20f0b959818952d6bca0649101814ce7a6e58f263415057c8163c96,Justified And Ancient,The KLF Featuring Tammy Wynette,1990s,Electronic / Dance,high,Identifiable KLF single is an electronic dance/pop record with a country guest vocal element; no raw tags were supplied.,Electronic / Dance,plausible,plausible,The KLF dance production remains primary despite Tammy Wynette's country context.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_d45c5f3cad8f5d95cea2286c6c39c280cedbfea85f4eab9f87fcf3d4b431c1dc,Tom's Diner,DNA Featuring Suzanne Vega,1990s,Electronic / Dance,high,"Identifiable DNA remix of Suzanne Vega's song is known as an electronic dance/house a cappella remix; no supplied tags, so this relies on learned song knowledge.",Electronic / Dance,plausible,plausible,The DNA remix is correctly distinguished from Suzanne Vega's unaccompanied original.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_d8524775ea0b49eec78378d984ac3dc3b1cbfbf577b70169d7684611d3903930,Waterfalls,TLC,1990s,R&B / Soul,high,"Recording evidence heavily supports contemporary R&B, R&B, soul and urban soul, with hip hop/pop crossover tags consistent with the song's known style.",,plausible,,TLC's R&B-led recording retains its rap/pop mixture secondarily.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_d85c143df834e14c54ba7837752803ae6c142f916f0fdb35b89f66766a0986c6,Insane In The Brain,Cypress Hill,1990s,Hip-Hop / Rap,high,"Recording tags strongly converge on hip hop, rap, gangsta rap, hardcore hip hop and West Coast hip hop; other tags are weaker crossover/noisy evidence.",Hip-Hop / Rap,plausible,plausible,Cypress Hill's rap recording fits Hip-Hop without reducing it to artist ethnicity.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_d897fe60e5a6b1f1c1db39928c81d2646274458117144d8106de31f753f8aa3f,Sad New Day,Me Phi Me,1990s,Hip-Hop / Rap,medium,"Sparse recording tags point to hip hop and pop rap, with some pop/soul evidence; identity is less familiar, so the broad rap assignment is plausible but not certain.",Hip-Hop / Rap,plausible,plausible,"Me Phi Me's hip-hop-led crossover is plausible, though medium confidence properly reflects the less familiar identity.",Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_ef3d7dc92389313e0ef01cd970d9ba25084ed7dd565ec26357543ef422095054,All Night Long,Faith Evans Featuring Puff Daddy,1990s,R&B / Soul,high,"Recording tags mainly support R&B, rnb/swing and soul, with a smaller hip hop tag matching Puff Daddy's crossover presence.",R&B / Soul,plausible,plausible,Faith Evans's R&B lead remains primary while the rap feature is retained.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_ef3fca564cdc83550d1ce77318acaea72dbb3b71f40af2977bd04afda03be467,"Money, Power & Respect",The Lox [Featuring DMX & Lil' Kim],1990s,Hip-Hop / Rap,high,"Identifiable 1998 single by The Lox with DMX and Lil' Kim; no tags supplied, but learned knowledge supports East Coast hip-hop/rap as the core style.",Hip-Hop / Rap,plausible,plausible,The Lox/DMX/Lil' Kim recording is a clear rap collaboration.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_f413bb2f755c0d08ca66cbd330d8d0aad2f4b54c4786ea8a890fbabdd4ead78d,Smells Like Teen Spirit,Nirvana,1990s,Alternative / Indie,high,"Recording tags strongly support grunge and alternative rock, and the identifiable Nirvana song is a defining alternative rock/grunge recording.",,plausible,,Nirvana's grunge recording fits Alternative/Indie within the frozen broad taxonomy.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_099b78c1dfaccc337d5e00aec464e33a74ed7276ddb7ebca69a957e32e274369,How You Remind Me,Nickelback,2000s,Rock,high,"Recording tags strongly support rock, post-grunge, hard rock and alternative rock; the identifiable Nickelback hit is best classified as mainstream post-grunge rock.",,plausible,,Nickelback's post-grunge/mainstream-rock boundary permits Rock primary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_19fb7f40ca7c53a8e83a2254a766349bf3204b9342b4a08f0205263e5f593983,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,2000s,Pop,high,"Recording tags most strongly support pop, with R&B, hip-hop and dance-pop evidence; the identifiable song is a pop single with notable hip-hop/R&B crossover.",Pop,plausible,plausible,Lopez's pop/R&B/rap crossover makes Pop defensible; secondary labels retain the other styles.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_20dfd0d3a5e54b15c418cecbd4aae7696a5619acac71dee819de7f311d3d664f,You Give Love A Bad Name,Blake Lewis,2000s,Rock,medium,"No tags are supplied, but this identifiable Blake Lewis chart entry is his performance of the Bon Jovi rock song, likely retaining a rock basis; uncertainty remains about arrangement-specific style.",,questionable,,Rearranged beatboxing cover: inheriting Bon Jovi's Rock label needs recording-specific verification.,https://www.cbsnews.com/news/blakes-audio-daydream-comes-true/
song_4f8cd5399d370d66670eef1bbf1e0508ee1f2b42800eca1a801db80659641069,911,Wyclef Jean Featuring Mary J. Blige,2000s,Hip-Hop / Rap,medium,"No tags are supplied, but the identifiable Wyclef Jean and Mary J. Blige song is a rap/R&B crossover ballad, making hip-hop the lead with notable R&B presence.",Hip-Hop / Rap,plausible,plausible,Both final arms select Hip-Hop for the Wyclef/Mary J. Blige rap/R&B crossover; Soul remains a plausible competing primary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_5378bc839a3cfbf63f7006b65ec2bac2489545a8bef46b0e14d26a847fef9b11,We Thuggin',Fat Joe Featuring R. Kelly,2000s,Hip-Hop / Rap,high,"Recording tags directly support east coast hip hop, hip hop, and thug rap; artist-level rap tags are consistent but secondary to the recording evidence.",Hip-Hop / Rap,plausible,plausible,Fat Joe's rap recording remains primary despite R. Kelly's melodic feature.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_54a2930e5daaa0fb35da0d3ae5e8b42ed9245a03d1e8e69231196fa54113ff4c,In The End,Linkin Park,2000s,Rock,high,"No tags are supplied, but the identifiable Linkin Park single is well known as nu metal/rap rock, which maps best to Rock with metal and rap crossover elements.",,questionable,,"Generic Rock is not absurd, but this nu-metal/rap-rock crossover exposes an unresolved Metal versus Rock primary boundary.",https://en.wikipedia.org/wiki/In_the_End
song_6058e3713e40bd8afc987799134073e143420ae73245243934485c0ff41fb0d2,Gold Digger,Kanye West Featuring Jamie Foxx,2000s,Hip-Hop / Rap,high,"Recording tags support hip hop, rap, and midwestern hip hop, and the identifiable Kanye West single is clearly a hip-hop track with soul/R&B sampling flavor.",Hip-Hop / Rap,plausible,plausible,The rap-led recording appropriately retains soul influence secondarily.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_63a8142a4d44bdc9567486fe79a2217646c9c984464703f50584b33c9af4b2ee,What's Your Fantasy,Ludacris Featuring Shawnna,2000s,Hip-Hop / Rap,high,"Recording tags strongly support hip hop, rap, dirty south, and southern hip hop, matching the identifiable Ludacris single's Southern rap style.",Hip-Hop / Rap,plausible,plausible,Ludacris and Shawnna's rap performance is a clear Hip-Hop fit.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_6cda31159f4d6dcdb0c80f2a8d40cfb6ae13ad3a19e5a32e88ce6b47db330dae,God In Me,"Mary Mary Featuring Kierra ""KiKi"" Sheard",2000s,Gospel / Christian,high,"Recording tags directly support gospel, contemporary gospel, Christian, and religious, with contemporary R&B evidence indicating the song's crossover sound.",Gospel / Christian,plausible,plausible,"Mary Mary's gospel recording supports the Christian/gospel category through artist/recording identity, not merely religious words.",Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_71147487997243ed502c93376408a146dc10fbc064a7e95f9917a826dd29a95c,I Can Only Imagine,MercyMe,2000s,Gospel / Christian,high,"Recording tags explicitly support Christian, contemporary Christian, gospel and praise & worship; folk, pop and rock are secondary stylistic elements rather than the main scene.",Gospel / Christian,plausible,plausible,MercyMe's contemporary Christian recording fits the named category; the long secondary list is not equally well established.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_88c7f400820aee145eea762b34117646ce5f51b0b1d4a1b7fc4728dd9c82452f,Knock Knock,Monica,2000s,R&B / Soul,high,"Recording tags support R&B with some hip-hop influence, and Monica's identifiable song fits early-2000s contemporary R&B rather than rap as the lead style.",R&B / Soul,plausible,plausible,Monica's R&B-led recording remains distinct from its hip-hop influence.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_943dd3a9ff7589bea515bb45f8529f89af88cb170214a4e9993f79361287aeb5,Why Don't We Just Dance,Josh Turner,2000s,Country,high,"Recording evidence directly lists contemporary country and country, matching the identifiable Josh Turner single's mainstream country style.",Country,plausible,plausible,Josh Turner's recording is a straightforward contemporary-country fit.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_9f0205ec029e0b6f593d60d7cf67ec76b7ec4577727891ba8980944096dd0b93,Billy's Got His Beer Goggles On,Neal McCoy,2000s,Country,medium,"No tags are supplied, but the identifiable Neal McCoy single is known as a country novelty hit; confidence is reduced because support is from learned identity only.",Country,plausible,plausible,Neal McCoy's recording supports Country; the explicit medium confidence is reasonable.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_a641c3af2dfc107e7dc72b0ecf027e41b6fd4935571cb19f81e547926e6689ae,Looking For You,Kirk Franklin,2000s,Gospel / Christian,high,"Recording tags repeatedly support gospel, contemporary gospel and black gospel, with R&B/urban evidence indicating a secondary contemporary R&B influence.",,plausible,,Kirk Franklin's contemporary gospel/dance crossover remains Gospel primary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_d24f6fd8895421cd9acf561e8f8930a76b1cf98a7c08be860ff51ab33f11f6a2,Don't Know Why,Norah Jones,2000s,Jazz / Blues,high,"Recording evidence most strongly supports jazz, contemporary jazz, vocal jazz and blues; pop and folk/country tags reflect crossover accessibility but not the core style.",,plausible,,Norah Jones's jazz-pop crossover permits Jazz primary; pop recognition does not make that choice wrong.,https://www.grammy.com/artists/norah-jones/13227/
song_d4e4a0acacdcfc34a43edd550ec19e062400394273001c5955a96c90b2295553,Crazy In Love,Beyonce Featuring Jay Z,2000s,R&B / Soul,high,"Identifiable Beyoncé hit; recording tags strongly support contemporary R&B with hip-hop/pop crossover, matching its known R&B-pop style and Jay-Z rap feature.",,plausible,,Beyonce's R&B-led pop/rap crossover supports Soul with the guest feature secondary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_daabc3fcc80e89d1e71b47d97bb6b8d2999cdff7cc3bf60b12cf8062c9d77f88,Hips Don't Lie,Shakira Featuring Wyclef Jean,2000s,Latin,high,"Identifiable Shakira and Wyclef Jean single known for Latin pop/reggaeton-influenced dance style; no tags were supplied, so this relies on song knowledge.",,plausible,,Shakira's Latin-pop crossover supports Latin without relying only on performer nationality.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_fa039d082737c37a4943e6e42a47f1e042d19155cb2ceb3529b393f70a8ec415,About Us,Brooke Hogan Featuring Paul Wall,2000s,Pop,medium,"Identifiable Brooke Hogan and Paul Wall single is a mid-2000s pop/R&B crossover; no tags were supplied, so the choice relies on song knowledge with some uncertainty.",Pop,plausible,plausible,Brooke Hogan's pop/R&B single with a rap feature reasonably receives Pop primary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_129b7fae7d8441b9a86fc7dd311fc4771fdfba128e62668976c5c3d9f984bf50,Gangnam Style,PSY,2010–2019,K-Pop,high,"Identifiable PSY global hit is from the K-pop scene with prominent dance-pop/electronic style; no tags were supplied, so this uses well-known song identity.",K-Pop,plausible,plausible,PSY's K-pop scene identity and dance-pop style are both retained.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_281bf843e63cfc26de275096d493c66105a4aa81844dc618ba901b09393cbe8f,Redbone,Childish Gambino,2010–2019,R&B / Soul,medium,"Identifiable Childish Gambino track is widely known as funk/soul/R&B; supplied tags instead emphasize house and hip-hop, creating some conflict.",,plausible,,Redbone's soul/funk style is better represented by R&B than by automatically assigning Gambino's rap identity.,https://www.grammy.com/awards/categories/best-traditional-rb-performance/2018/
song_35edd26ad9553a5289526ef08f23c589a04df3bd4b2f092ac01ec46d576f7def,Hangover,PSY Featuring Snoop Dogg,2010–2019,Electronic / Dance,medium,"Recording tags point to electro, house and hip-house; the identifiable PSY/Snoop Dogg track is dance-oriented with rap elements.",K-Pop,questionable,questionable,"EDM/hip-hop styling and K-pop scene identity both fit, but the prompt does not resolve which axis controls the primary consistently.",https://www.koreajoongangdaily.com/korea/psy-and-snoop-dog-are-hungover/10083574
song_38ad35dbd6683e41f1dc64d45b224b8f232e01c8d1674aa7dfb650bfd6feaaf2,Senorita,Shawn Mendes & Camila Cabello,2010–2019,Pop,high,"No tags were supplied, but the identifiable Mendes/Cabello hit is a mainstream Latin-pop duet rather than primarily a Latin-genre recording.",Pop,plausible,plausible,The Mendes/Cabello duet's Latin flavor does not require Latin primary; Pop is defensible.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_3d3cefb9c6aa19ee0152805743b64569a0f4480e16596ecf31e018332bc6aeba,Geronimo,Sheppard,2010–2019,Alternative / Indie,high,"Recording tags emphasize indie pop alongside pop and pop rock, fitting the identifiable Sheppard song's bright indie-pop style.",Alternative / Indie,plausible,plausible,"Both final arms select Alternative/Indie for this indie-pop crossover; the band also describes itself as Pop, so the boundary remains legitimate.",https://wearesheppard.com/pages/about-us
song_40d619f96504faf89aa2f8f5c8bf78a6e6edc07db041ec3bedf1b2d50ca4e8c9,Blinding Lights,The Weeknd,2010–2019,Pop,high,"Tags include strong synth-pop/electronic support, and the identifiable Weeknd recording is widely known as synth-pop/new wave-influenced pop.",,plausible,,The Weeknd's synth-pop recording supports Pop rather than simply copying his R&B artist context.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_43cbbe25d01436f24fa263dfde7adfd25ac01df38bb9626312dc241b8daa4857,Shake It Off,Taylor Swift,2010–2019,Pop,high,"Recording tags most strongly support pop and dance-pop, and the identifiable track marks Taylor Swift's mainstream pop direction despite some country-context tags.",Pop,plausible,plausible,Swift's pop-era recording is not misclassified as Country from earlier artist context.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_4b7c580974959a23da3280d85175cf219b9e7a2fb47a5170194c04b30f5153e8,Lean On,Major Lazer & DJ Snake Featuring MO,2010–2019,Electronic / Dance,high,"No supplied tags, but the identifiable Major Lazer and DJ Snake recording is widely known as an EDM/dance-pop track with dancehall-influenced production.",Electronic / Dance,plausible,plausible,The electronic production leads while dancehall influence is preserved secondarily.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_6595ebab0344ee24bb1690547db9e2e8e237034e13bebca379677511ee60217f,Drink A Beer,Luke Bryan,2010–2019,Country,high,"Recording-level evidence directly and repeatedly identifies contemporary country and country, matching the known Luke Bryan song style.",Country,plausible,plausible,Luke Bryan's country ballad is a reasonable song-specific assignment.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_695e422dbade3ba08674fe80528f816e49d4db0c0462ec073a9b0b8608aa9708,I Need Your Love,Calvin Harris Featuring Ellie Goulding,2010–2019,Electronic / Dance,high,"Recording tags heavily support EDM, electro house, progressive house, dance-pop and electronic production, with pop vocals as a crossover element.",Electronic / Dance,plausible,plausible,Calvin Harris's dance production supports Electronic/Dance despite pop vocals.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_69823ed1beab1c15adab303458294de6aa805b844e4d9bc1cb759b53d8e1d0b8,Murder On My Mind,YNW Melly,2010–2019,Hip-Hop / Rap,high,"The lone supplied pop tag is weak, but the identifiable YNW Melly recording is a rap track, making Hip-Hop / Rap the defensible primary genre.",Hip-Hop / Rap,plausible,plausible,The identifiable melodic-trap recording supports Rap despite the isolated supplied Pop tag.,https://www.shazam.com/en-us/song/1419601421/murder-on-my-mind
song_8dcf9229ba601d5dfc631d938739f35b4c55d54f42babf5a5e9219d96a98bb2a,I Like It,"Cardi B, Bad Bunny & J Balvin",2010–2019,Latin,high,"Identifiable song has strong Latin trap/reggaeton scene evidence from artist tags and hip-hop recording tags, so Latin is primary with rap crossover.",,plausible,,"Latin trap/boogaloo/rap crossover supports Latin primary with Rap secondary, although the taxonomy mixes scene and style.",Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_a46ccdc0a74a08b1c2085817b9f803de01ba0c8b8ffdd24d1085ebe681e3bf43,You Say,Lauren Daigle,2010–2019,Gospel / Christian,high,"Identifiable Lauren Daigle song from contemporary Christian pop; no tags are supplied, so the classification comes from known song context and style.",,plausible,,Daigle's contemporary-Christian recording supports the genre beyond just its lyrical subject.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_b368dcca49e573d3263eff812c0545caeaf18a85810fd9d49bda1b38d429e3c8,We Found Love,Rihanna Featuring Calvin Harris,2010–2019,Electronic / Dance,high,"Recording tags strongly support dance-pop, electronic, electro house, EDM, and house; identifiable song is an electronic dance-pop crossover.",,plausible,,The house-oriented pop crossover reasonably receives Electronic/Dance primary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_bc1676afe5cb4a4d64dbc784d23053c57d5bdcda1265d545574404fea263f627,One Dance,Drake Featuring WizKid & Kyla,2010–2019,Pop,high,"Identifiable Drake hit blending pop, dancehall, afrobeats, R&B, and rap; supplied tags show pop rap and contemporary R&B alongside dancehall and afrobeats.",,questionable,,One Dance's dancehall/Afropop/UK-funky identity is more specific than generic Pop; listing four secondaries does not settle the primary boundary.,https://pitchfork.com/reviews/tracks/18160-drake-one-dance-ft-wizkid-and-kyla/
song_bded4c90718f9ec35824c0d6db43e68e1886357579a53851ed80f4c4df644c4f,Get Lucky,Daft Punk Featuring Pharrell Williams,2010–2019,Electronic / Dance,high,"Recording tags emphasize electronic, disco, French house, house, and dance music; identifiable Daft Punk track is a disco-funk electronic dance crossover.",,plausible,,Daft Punk's disco-funk recording fits the broad Dance category with Soul/Pop overlap.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_e4d2a835b54f92d8f7e1ce6ccec9bfad08ca4df59dc052fc94a65e5461e099a3,She's Got A Way With Words,Blake Shelton,2010–2019,Country,high,"Recording-level country tag directly supports the classification, consistent with the identifiable Blake Shelton single.",Country,plausible,plausible,Shelton's country single is a clear song/artist-consistent choice.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_ecb2eaba04133bd3bf991f0546cd24c82bf76d8c0477040fa17420eab4f91396,Here With Me,Marshmello Featuring CHVRCHES,2010–2019,Electronic / Dance,high,"Recording tags point to dance-pop, electropop, and synth-pop, and Marshmello's identifiable production makes electronic pop the clearest broad style.",,plausible,,"Marshmello's electronic-pop production supports Dance, though the tag method prefers its generic Pop evidence.",Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_fc245e54afcc2a2725b53d7ab475b9b5009d8df3b072a0879c4cbd0c34bcaa84,Meant To Be,Bebe Rexha & Florida Georgia Line,2010–2019,Country,high,"Identifiable as a country-pop crossover by Bebe Rexha and Florida Georgia Line, with country instrumentation and scene presence central despite no supplied tags.",Country,plausible,plausible,The country-pop crossover supports Country primary while preserving Pop; genre is not inferred merely from chart success.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_06018125bb187ee03e5005d52d433305c7ca3abbd08c919f84355f8c4a8e5eb4,Iloveitiloveitiloveit,Bella Kay,2020–2026,Pop,low,"Only a generic recording-level pop tag is musically useful, while the song identity is unfamiliar and other tags are non-genre metadata.",,questionable,,A lone generic Pop tag cannot independently verify this unfamiliar Bella Kay recording; low confidence is appropriate.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_09acaf36a0701d6da9fd5c343232f2bea10749bd7f69bad7257803ffc4c91d90,Eyes Are Closed,Morgan Wallen,2020–2026,Country,medium,"Recording-level country tags and Morgan Wallen artist context support country, though the specific future-dated song has limited identifiable musical evidence here.",Country,questionable,questionable,"Country evidence is compatible with Morgan Wallen, but exact recent-song knowledge is explicitly limited in both arms.",Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_0df51cb7ce0b42b34fada05559e56daea8ca38c0aa2e2c5889881d1c1887f1d4,Bang!,AJR,2020–2026,Pop,high,"Identifiable AJR hit; the supplied recording tag says electronic, but the song is best known as quirky electropop/pop rather than dance-focused electronic.",Pop,plausible,plausible,AJR's electropop fits Pop; an electronic tag alone need not imply dance-focused EDM.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_13eb0e9ddf7ddd4df000e37b6f413d19952cf52f83bbce21caab7ad163ac6341,Calm Down,Rema & Selena Gomez,2020–2026,Afrobeats / African Pop,high,"Identifiable remix of Rema's Afrobeats/Afropop song, with supplied recording tags for African and pop supporting the crossover style.",,plausible,,The Rema remix retains its Afropop identity despite Selena Gomez's pop feature.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_2582bf1b159682a63c32b25e9c45a1908036654ff50eae584eeffe3d2c7603ea,Good 4 U,Olivia Rodrigo,2020–2026,Rock,high,"Identifiable Olivia Rodrigo single with strong supplied recording tags for pop punk, pop rock, rock and grunge, while pop remains a genuine crossover element.",,plausible,,Good 4 U's pop-punk recording supports Rock more specifically than the refined generic Pop primary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_2c30bf5fd805f637201e1f648e5f43997dd57e3aefda5561672d7f909dd6c0d2,Free Mind,Tems,2020–2026,R&B / Soul,medium,"No tags were supplied, but the identifiable Tems song is generally understood as alternative R&B/soul with Afrobeats-adjacent context not necessary as the primary genre.",,plausible,,Tems's alt-R&B recording is not automatically classified as African Pop solely from artist origin.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_2f6e3e6b8104a54fd692e7b4ef922b58471ea5a0b754739f1a4bea2e60912bf8,Moscow Mule,Bad Bunny,2020–2026,Latin,high,"Supplied recording tag is reggaeton, with artist tags also supporting Latin trap/reggaeton; the identifiable Bad Bunny track fits Latin urbano/reggaeton.",,plausible,,Reggaeton recording evidence supports Latin; a Reggae secondary is less clearly established merely from reggaeton ancestry.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_43a3c28b92006dfa57ea20e3efce754cbb2fde0e1621444da8eb022d7b067b5b,Monaco,Bad Bunny,2020–2026,Latin,high,"Identifiable Bad Bunny single with learned knowledge of Latin trap/reggaeton styling; no supplied tags, so the choice rests on song identity rather than raw evidence.",Latin,plausible,plausible,Bad Bunny's Latin-trap recording supports Latin primary and Rap secondary.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
song_4f66619c4083f7c16d5ab1d1161ab6c4eff18bec71458f607e82b7fd839cdc29,Sugar On My Tongue,"Tyler, the Creator",2020–2026,Hip-Hop / Rap,low,"Tyler, the Creator identity suggests rap-oriented work, but the supplied recording tag is non-genre noise and this specific song identity is uncertain.",,questionable,,The artist-based Rap fallback does not represent this electro/funk/dance-oriented recording adequately; low confidence correctly exposes the weak basis.,https://www.revolt.tv/article/tyler-the-creator-drops-provocative-sugar-on-my-tongue-video
song_5e0db40b686cb1b722ccbd809d6664d820387165eaf111c8dda102bc602ee066,'Til You Can't,Cody Johnson,2020–2026,Country,high,"The recording tag explicitly says country, matching the identifiable Cody Johnson song's mainstream country style.",,plausible,,Cody Johnson's country recording is a clear fit.,Supplied metadata and assistant learned musical knowledge; no independent factual adjudication
